,Search Term,climate change
852,2020-05-02,1.80098040663251
853,2020-05-09,1.80098040663251
854,2020-05-16,1.3507353049743824
855,2020-05-23,0.900490203316255
856,2020-05-30,0.900490203316255
857,2020-06-06,0.900490203316255
858,2020-06-13,0.4502451016581275
859,2020-06-20,0.4502451016581275
860,2020-06-27,0.4502451016581275
861,2020-07-04,0.4502451016581275
862,2020-07-11,0.4502451016581275
863,2020-07-18,0.900490203316255
864,2020-07-25,0.4502451016581275
865,2020-08-01,0.4502451016581275
866,2020-08-08,0.4502451016581275
867,2020-08-15,0.900490203316255
868,2020-08-22,0.900490203316255
869,2020-08-29,0.900490203316255
870,2020-09-05,1.80098040663251
871,2020-09-12,3.1517157116068923
872,2020-09-19,2.2512255082906374
873,2020-09-26,2.2512255082906374
874,2020-10-03,1.80098040663251
875,2020-10-10,1.3507353049743824
876,2020-10-17,1.80098040663251
877,2020-10-24,1.3507353049743824
878,2020-10-31,1.3507353049743824
879,2020-11-07,1.3507353049743824
880,2020-11-14,1.3507353049743824
881,2020-11-21,0.900490203316255
882,2020-11-28,1.3507353049743824
883,2020-12-05,1.3507353049743824
884,2020-12-12,0.900490203316255
885,2020-12-19,0.4502451016581275
886,2020-12-26,0.4502451016581275
887,2021-01-02,0.900490203316255
888,2021-01-09,0.900490203316255
889,2021-01-16,1.3507353049743824
890,2021-01-23,1.3507353049743824
891,2021-01-30,1.3507353049743824
892,2021-02-06,1.3507353049743824
893,2021-02-13,2.701470609948765
894,2021-02-20,1.3507353049743824
895,2021-02-27,1.3507353049743824
896,2021-03-06,1.3507353049743824
897,2021-03-13,0.900490203316255
898,2021-03-20,0.900490203316255
899,2021-03-27,0.900490203316255
900,2021-04-03,0.900490203316255
901,2021-04-10,1.3507353049743824
902,2021-04-17,1.80098040663251
903,2021-04-24,1.80098040663251
904,2021-05-01,1.80098040663251
905,2021-05-08,1.3507353049743824
906,2021-05-15,1.3507353049743824
907,2021-05-22,0.900490203316255
908,2021-05-29,0.900490203316255
909,2021-06-05,0.900490203316255
910,2021-06-12,0.900490203316255
911,2021-06-19,0.900490203316255
912,2021-06-26,1.3507353049743824
913,2021-07-03,0.900490203316255
914,2021-07-10,0.900490203316255
915,2021-07-17,0.900490203316255
916,2021-07-24,0.900490203316255
917,2021-07-31,0.900490203316255
918,2021-08-07,2.2512255082906374
919,2021-08-14,0.900490203316255
920,2021-08-21,0.900490203316255
921,2021-08-28,1.3507353049743824
922,2021-09-04,1.3507353049743824
923,2021-09-11,1.3507353049743824
924,2021-09-18,1.3507353049743824
925,2021-09-25,1.3507353049743824
926,2021-10-02,1.3507353049743824
927,2021-10-09,1.3507353049743824
928,2021-10-16,1.3507353049743824
929,2021-10-23,1.3507353049743824
930,2021-10-30,1.80098040663251
931,2021-11-06,1.80098040663251
932,2021-11-13,1.80098040663251
933,2021-11-20,0.900490203316255
934,2021-11-27,1.80098040663251
935,2021-12-04,1.80098040663251
936,2021-12-11,1.80098040663251
937,2021-12-18,0.900490203316255
938,2021-12-25,0.900490203316255
939,2022-01-01,0.900490203316255
940,2022-01-08,0.900490203316255
941,2022-01-15,0.900490203316255
942,2022-01-22,1.3507353049743824
943,2022-01-29,1.3507353049743824
944,2022-02-05,1.3507353049743824
945,2022-02-12,1.3507353049743824
946,2022-02-19,1.3507353049743824
947,2022-02-26,1.80098040663251
948,2022-03-05,1.3507353049743824
949,2022-03-12,1.3507353049743824
950,2022-03-19,1.3507353049743824
951,2022-03-26,2.2512255082906374
952,2022-04-02,2.701470609948765
953,2022-04-09,2.2512255082906374
954,2022-04-16,45.02451016581275
955,2022-04-23,3.60196081326502
956,2022-04-30,2.701470609948765
957,2022-05-07,2.701470609948765
958,2022-05-14,2.2512255082906374
959,2022-05-21,1.80098040663251
960,2022-05-28,1.3507353049743824
961,2022-06-04,1.3507353049743824
962,2022-06-11,0.900490203316255
963,2022-06-18,0.900490203316255
964,2022-06-25,0.900490203316255
965,2022-07-02,0.900490203316255
966,2022-07-09,0.900490203316255
967,2022-07-16,1.80098040663251
968,2022-07-23,1.3507353049743824
969,2022-07-30,0.900490203316255
970,2022-08-06,0.900490203316255
971,2022-08-13,1.3507353049743824
972,2022-08-20,0.900490203316255
973,2022-08-27,1.3507353049743824
974,2022-09-03,1.80098040663251
975,2022-09-10,1.80098040663251
976,2022-09-17,1.80098040663251
977,2022-09-24,1.80098040663251
978,2022-10-01,1.80098040663251
979,2022-10-08,1.80098040663251
980,2022-10-15,1.80098040663251
981,2022-10-22,1.80098040663251
982,2022-10-29,1.80098040663251
983,2022-11-05,2.2512255082906374
984,2022-11-12,2.2512255082906374
985,2022-11-19,1.3507353049743824
986,2022-11-26,2.2512255082906374
987,2022-12-03,2.2512255082906374
988,2022-12-10,1.80098040663251
989,2022-12-17,0.900490203316255
990,2022-12-24,0.4502451016581275
991,2022-12-31,0.900490203316255
992,2023-01-07,1.80098040663251
993,2023-01-14,1.80098040663251
994,2023-01-21,1.80098040663251
995,2023-01-28,1.80098040663251
996,2023-02-04,1.80098040663251
997,2023-02-11,1.80098040663251
998,2023-02-18,1.80098040663251
999,2023-02-25,1.80098040663251
1000,2023-03-04,1.80098040663251
1001,2023-03-11,1.3507353049743824
1002,2023-03-18,1.80098040663251
1003,2023-03-25,1.80098040663251
1004,2023-04-01,1.80098040663251
1005,2023-04-08,1.80098040663251
1006,2023-04-15,15.758578558034461
1007,2023-04-22,6.753676524871913
1008,2023-04-29,2.2512255082906374
1009,2023-05-06,2.2512255082906374
1010,2023-05-13,2.2512255082906374
1011,2023-05-20,1.80098040663251
1012,2023-05-27,1.3507353049743824
1013,2023-06-03,1.3507353049743824
1014,2023-06-10,0.900490203316255
1015,2023-06-17,0.900490203316255
1016,2023-06-24,0.900490203316255
1017,2023-07-01,0.900490203316255
1018,2023-07-08,0.900490203316255
1019,2023-07-15,1.3507353049743824
1020,2023-07-22,1.3507353049743824
1021,2023-07-29,0.900490203316255
1022,2023-08-05,1.3507353049743824
1023,2023-08-12,0.900490203316255
1024,2023-08-19,1.3507353049743824
1025,2023-08-26,1.3507353049743824
1026,2023-09-02,1.3507353049743824
1027,2023-09-09,1.80098040663251
1028,2023-09-16,1.80098040663251
1029,2023-09-23,1.80098040663251
1030,2023-09-30,1.80098040663251
1031,2023-10-07,1.3507353049743824
1032,2023-10-14,1.80098040663251
1033,2023-10-21,1.80098040663251
1034,2023-10-28,1.80098040663251
1035,2023-11-04,1.80098040663251
1036,2023-11-11,1.80098040663251
1037,2023-11-18,0.900490203316255
1038,2023-11-25,1.80098040663251
1039,2023-12-02,2.2512255082906374
1040,2023-12-09,1.80098040663251
1041,2023-12-16,0.900490203316255
1042,2023-12-23,0.4502451016581275
1043,2023-12-30,0.900490203316255
1044,2024-01-06,1.3507353049743824
1045,2024-01-13,1.3507353049743824
1046,2024-01-20,1.3507353049743824
1047,2024-01-27,1.80098040663251
1048,2024-02-03,1.80098040663251
1049,2024-02-10,1.80098040663251
1050,2024-02-17,1.80098040663251
1051,2024-02-24,1.80098040663251
1052,2024-03-02,1.80098040663251
1053,2024-03-09,1.80098040663251
1054,2024-03-16,1.80098040663251
1055,2024-03-23,1.3507353049743824
1056,2024-03-30,1.80098040663251
1057,2024-04-06,2.2512255082906374
1058,2024-04-13,2.2512255082906374
1059,2024-04-20,32.8678924210433
1060,2024-04-27,2.2512255082906374
1061,2024-05-04,2.2512255082906374
1062,2024-05-11,2.2512255082906374
1063,2024-05-18,1.80098040663251
1064,2024-05-25,1.3507353049743824
